CIRCULATING WATER ANALYSIS FOR COOLING TOWER,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
08.05.23,8.3,19,,0,2373,1590,870,502,368,230,6.9,118,NIL,0.5,19,910,135
09.05.23,8.1,22,,0.5,2634,1765,885,506,379,240,6,119,NIL,0.5,22,864,145
10.05.23,8.2,38,,0.6,2507,1680,872,489,383,229,6.2,122,NIL,0.5,38,887,135
11.05.23,8.2,35,,0.5,2671,1790,850,475,375,218,6.8,120,NIL,0.5,35,875,130
12.05.23,7.8,62,,0.7,2432,1630,864,489,375,250,7.2,100,NIL,0.5,62,888,148
13.05.23,7.8,68,,0.9,2463,1650,859,475,384,259,6.9,104,NIL,0.4,68,877,152
14.05.23,7.8,68,,0.9,2463,1650,859,475,384,259,6.9,104,NIL,0.4,68,872,152
15.05.23,8,46,,0.1,2284,1530,501,305,196,223,6.8,100,NIL,0.6,46,869,100
16.05.23,7.9,32,,0.6,2254,1510,855,480,375,257,6.9,100,NIL,0.5,32,958,140
17.05.23,7.8,28,,0.4,2149,1440,837,471,366,237,6.5,112,NIL,0.6,28,878,134
18.05.23,7.5,34,,0.5,2403,1610,850,480,370,250,6.7,100,NIL,0.6,34,871,130
19.05.23,7.5,36,,0.9,2373,1590,868,493,375,244,6,110,NIL,0.6,36,873,148
20.05.23,7.9,34,,0.4,2522,1690,876,510,366,230,6.2,114,NIL,0.6,34,864,142
21.05.23,7.4,47,,0.2,2237,1500,881,501,380,237,6,100,NIL,0.5,47,878,139
22.05.23,7.4,47,,0.2,2237,1500,881,501,380,237,6,100,NIL,0.5,47,881,139
23.05.23,8,55,,0.1,2462,1650,894,519,375,230,6.6,110,NIL,0.5,55,984,145
24.05.23,7.8,40,,0,2179,1460,885,510,375,226,6.9,114,NIL,0.5,40,982,140
25.05.23,7.9,39,,0,2194,1470,920,523,397,244,7,118,NIL,0.5,39,875,137
26.05.23,7.5,26,,0,2254,1510,907,514,393,237,6.8,110,NIL,0.5,26,960,147
27.05.23,8,26,,0.2,2223,1490,911,532,379,316,7.2,120,NIL,0.5,26,893,156
28.05.23,8,26,,0.2,2223,1490,911,532,379,316,7.2,120,NIL,0.5,26,888,156
29.05.23,7.5,22,,0.6,2149,1440,894,506,388,230,6.9,112,NIL,0.5,22,872,140
30.05.23,7.7,30,,0.6,2090,1400,881,492,389,223,6.4,100,NIL,0.5,30,893,137
31.05.23,7.6,33,,0.5,2074,1390,873,480,393,220,6.2,112,NIL,0.5,33,890,132
01.06.23,7.5,24,,0.5,2047,1370,872,484,388,230,6.5,100,NIL,0.5,24,910,142
02.06.23,7.6,35,,0,1940,1300,859,475,384,223,6.3,110,NIL,0.5,35,864,139
03.06.23,7.9,37,,0,2000,1340,870,480,390,230,6.9,118,NIL,0.5,37,754,140
04.06.23,7.9,37,,0,2000,1340,870,480,390,230,6.9,118,NIL,0.5,37,864,140
05.06.23,8,39,,0.5,1492,1000,560,329,231,226,6.2,114,NIL,0.5,39,860,120
06.06.23,7.8,37,,0.1,1350,905,517,315,202,230,6.5,120,NIL,0.4,37,873,122
07.06.23,8,35,,0,1257,854,562,352,210,202,7,118,NIL,0.4,35,910,125
08.06.23,7.9,27,,0,1704,1142,549,344,205,200,6.5,120,NIL,0.4,27,910,133
09.06.23,7.8,25,,0,1737,1164,530,337,193,204,6.9,116,NIL,0.4,25,864,130
10.06.23,7.7,24,,0,1750,1173,542,340,202,208,6,112,NIL,0.4,24,887,133
11.06.23,7.7,22,,0,1750,1173,542,340,202,208,6,112,NIL,0.4,22,875,130
12.06.23,7.7,24,,0,1552,1040,541,340,201,236,7.2,100,NIL,0.3,24,888,145
13.06.23,7.6,23,,0,1611,1080,558,349,209,243,7.5,118,NIL,0.3,23,877,150
14.06.23,7.8,24,,0.2,1573,1054,567,358,209,257,7,104,NIL,0.3,24,872,142
15.06.23,7.6,30,,0.1,1950,1293,593,359,234,218,6.9,95,NIL,0.3,30,869,132
16.06.23,7.4,31,,0.2,1966,1317,584,344,240,221,6,100,NIL,0.3,31,958,137
17.06.23,7.5,28,,0.2,1952,1310,562,339,223,218,7,98,NIL,0.4,28,878,130
18.06.23,7.5,25,,0.2,1952,1310,562,339,223,218,7,98,NIL,0.4,25,871,130
19.06.23,7.5,41,,0,2000,1340,606,344,262,214,7,95,NIL,0.3,41,873,128
20.06.23,7.3,30,,0.1,1630,1092,637,388,249,236,7.1,92,NIL,0.3,30,864,146
21.06.23,7.6,28,,0,1896,1270,615,358,257,214,6.8,100,NIL,0.5,28,878,138
22.06.23,7.2,25,,0.1,1955,1310,623,344,279,243,6.5,96,NIL,0.5,25,881,140
23.06.23,7.3,28,,0.1,2462,1650,894,519,375,230,6.6,110,NIL,0.5,55,984,145
24.06.23,7.6,37,,0.3,1640,1093,589,348,241,240,6.5,92,NIL,0.6,37,982,130
25.06.23,7.6,33,,0.3,1640,1093,589,348,241,240,6.5,92,NIL,0.6,33,875,137
26.06.23,7.7,35,,0.1,1655,1109,579,351,228,243,6.7,89,NIL,0.7,35,960,139
27.06.23,7.1,30,,0.1,1916,1284,612,345,267,237,5.9,90,NIL,0.7,30,893,141
28.06.23,7.4,28,,0,1671,1120,603,242,361,229,6.3,82,NIL,0.8,28,888,146
29.06.23,7.6,27,,0.1,1851,1240,621,351,270,243,6.9,84,NIL,0.8,27,872,151
30.06.23,7.7,28,,0.1,1895,1270,634,369,265,240,7,90,NIL,0.8,28,893,146
01.07.23,7.6,17,,0.1,1940,1300,600,340,260,240,6.2,91,NIL,0.5,17,910,134
02.07.23,7.6,17,,0,1940,1300,600,340,260,240,6.2,91,NIL,0.5,17,864,139
03.07.23,7.8,19,,0,1865,1250,612,351,261,243,6.5,96,NIL,0.8,19,754,140
04.07.23,7.4,20,,0.3,2213,1453,642,368,274,257,6.8,100,NIL,0.8,20,864,159
06.07.23,7.5,28,,0,2000,1340,625,342,283,271,7,102,NIL,0.7,28,873,152
07.07.23,7,70,,0,2373,1590,642,355,287,279,6.5,87,NIL,0.7,70,910,157
09.07.23,7.9,27,,0,1704,1142,549,344,205,200,6.5,120,NIL,0.4,27,864,130
10.07.23,7.5,26,,0,2313,1550,702,377,325,216,7.5,90,NIL,0.7,26,887,169
11.07.23,7.3,20,,0,2246,1504,693,364,329,321,6.2,94,NIL,0.7,20,875,136
12.07.23,7.6,30,,0.5,1963,1315,689,372,317,293,7.2,97,NIL,0.7,30,888,162
13.07.23,7.9,28,,0,1970,1320,678,364,314,290,6.9,98,NIL,0.7,28,877,153
14.07.23,7.6,24,,0,2239,1500,693,364,329,286,6.7,100,NIL,0.7,24,872,159
15.07.23,7.6,24,,0,2015,1350,685,360,325,270,7,98,NIL,0.7,24,869,152
16.07.23,7.6,24,,0,2015,1350,685,360,325,270,7,98,NIL,0.7,24,958,158
17.07.23,7.7,20,,0,1970,1320,690,355,335,250,6.8,100,NIL,0.7,20,878,167
18.07.23,7.8,30,,0.3,2134,1430,706,351,355,264,6.9,98,NIL,0.7,30,871,158
19.07.23,7.3,37,,0.3,2090,1400,687,342,345,243,7,90,NIL,0.7,37,873,153
20.07.23,7.7,40,,0.3,1940,1300,710,364,346,279,6.9,100,NIL,0.7,40,864,161
21.07.23,7.6,39,,0,1910,1280,676,351,325,271,6,96,NIL,0.7,39,878,150
23.07.23,7.2,25,,0.1,1955,1310,623,344,279,243,6.5,96,NIL,0.5,25,984,145
24.07.23,7.5,20,,0,1627,1090,710,368,342,271,5.9,102,NIL,0.6,20,882,146
25.07.23,7.4,21,,0,1522,1020,698,372,326,300,6.2,102,NIL,0.5,21,875,149
26.07.23,7.4,22,,0,1403,940,706,364,342,290,5.9,87,NIL,0.5,22,960,152
27.07.23,7.3,21,,0,1487,966,681,342,339,279,6.3,92,NIL,0.5,21,893,140
28.07.23,7.7,20,,0.1,1343,900,648,300,348,254,6.9,104,NIL,0.5,20,888,134
29.07.23,7.9,18,,0.1,1333,893,659,312,347,257,6.2,100,NIL,0.5,18,872,136
30.07.23,7.9,18,,0.1,1333,893,659,312,347,257,6.2,100,NIL,0.5,18,886,149
31.07.23,7.5,48,,0.1,1636,1096,668,321,347,272,6.1,104,NIL,0.5,48,893,139
01.08.23,7.4,59,,0.1,1676,1123,650,315,335,264,6,100,NIL,0.5,59,910,135
02.05.23,7.9,13,,0.1,2537,1700,907,519,388,328,6.3,119,NIL,0.5,13,864,149
03.05.23,7.9,15,,0.1,2310,1548,894,506,388,312,6.7,116,NIL,0.5,15,754,152
04.08.23,7.5,40,,0.1,2075,1390,643,325,318,282,6.5,104,NIL,0.6,40,864,142
05.08.23,7.4,38,,0,2119,1420,691,360,331,272,6.8,110,NIL,0.6,38,860,136
06.08.23,7.8,13,,0,2364,1584,885,510,375,236,6,114,NIL,0.5,13,873,139
07.08.23,7.8,25,,0,2268,1520,703,366,337,286,6.2,113,NIL,0.6,25,910,152
08.08.23,7.8,22,,0.1,2313,1550,698,360,338,275,6,102,NIL,0.6,22,910,148
09.08.23,7.9,26,,0,2372,1589,815,437,378,398,6.7,110,NIL,0.6,26,864,154
10.08.23,7.2,25,,0,2373,1590,824,445,379,433,7,112,NIL,0.6,25,887,158
11.08.23,7.6,28,,0,2376,1592,818,440,378,438,6.9,118,NIL,0.6,28,875,150
12.08.23,7.6,24,,0,2448,1640,820,399,421,391,6.5,100,NIL,0.6,24,888,140
13.08.23,7.8,68,,0.9,2463,1650,859,475,384,259,6.9,104,NIL,0.4,68,877,152
14.08.23,7.514,14,,0,2507,1680,832,480,352,400,6.2,104,NIL,0.6,14,872,144
15.08.23,7.4,15,,0,2573,1700,793,472,321,410,6.4,116,NIL,0.6,15,869,150
16.08.23,6.9,23,,0.3,2229,1494,800,484,316,424,6.9,113,NIL,0.6,23,958,155
17.08.23,7.1,36,,0.1,2149,1440,843,496,347,440,7,104,NIL,0.6,36,878,157
18.08.23,7.8,31,,0.6,2209,1430,835,389,446,398,6.9,114,NIL,0.6,31,871,141
19.08.23,7.4,40,,0,2074,1390,822,411,411,384,7,98,NIL,0.6,40,873,138
20.05.23,7.9,34,,0.4,2522,1690,876,510,366,230,6.2,114,NIL,0.6,34,864,142
21.08.23,8.2,20,,0.1,2223,1489,829,418,411,387,6.4,99,NIL,0.6,20,878,134
22.05.23,7.4,47,,0.2,2237,1500,881,501,380,237,6,100,NIL,0.5,47,881,139
23.05.23,8,55,,0.1,2462,1650,894,519,375,230,6.6,110,NIL,0.5,55,984,145
24.05.23,7.8,40,,0,2179,1460,885,510,375,226,6.9,114,NIL,0.5,40,982,140
25.08.23,7.2,25,,0.2,2209,1480,818,450,368,412,6.9,110,NIL,0.6,25,875,138
26.05.23,7.5,26,,0,2254,1510,907,514,393,237,6.8,110,NIL,0.5,26,960,147
27.05.23,8,26,,0.2,2223,1490,911,532,379,316,7.2,120,NIL,0.5,26,893,156
28.05.23,8,26,,0.2,2223,1490,911,532,379,316,7.2,120,NIL,0.5,26,888,156
29.08.23,7.6,15,,0.1,2119,1420,794,433,361,405,5.9,100,NIL,0.5,15,872,139
30.08.23,7.7,30,,0.6,2090,1400,881,492,389,223,6.4,100,NIL,0.5,30,893,137
31.08.23,7.6,33,,0.5,2074,1390,873,480,393,220,6.2,112,NIL,0.5,33,890,132
01.09.23,7.35,33,,0.4,2104,1410,735,386,349,355,6.9,-,NIL,0.7,,,166
2023-09-02 00:00:00,7.72,56,,0.4,2037,1365,748,399,349,369,7.1,102,NIL,0.7,,,172
2023-09-04 00:00:00,7.56,21,,0.3,1731,1160,617,314,303,282,5.9,110,NIL,0.5,,,121
2023-09-05 00:00:00,7.72,42,,NIL,2701,1810,760,399,361,398,7.3,-,NIL,0.7,,,188
2023-09-06 00:00:00,7.36,32,,NIL,2173,1456,718,365,353,291,7.1,-,NIL,0.7,,,181
2023-09-07 00:00:00,7.8,25,,NIL,2294,1540,760,372,388,390,6.4,-,NIL,0.6,,,180
2023-09-08 00:00:00,7.73,26,,NIL,2268,1520,714,357,357,398,6.5,-,NIL,0.7,,,184
2023-09-09 00:00:00,7.69,22,,NIL,2074,1390,733,369,364,391,6.2,-,NIL,0.7,,,188
2023-09-11 00:00:00,6.92,16,,NIL,2240,1501,757,365,392,391,6.4,-,NIL,0.6,,,179
2023-09-12 00:00:00,7.45,20,,NIL,2209,1480,768,372,396,398,6,-,NIL,0.6,,,189
2023-09-13 00:00:00,7.41,17,,NIL,2365,1585,760,376,384,405,6.2,-,NIL,0.7,,,182
2023-09-14 00:00:00,7.81,21,,0.2,2011,1348,768,365,403,383,6.1,-,NIL,0.6,,,174
2023-09-15 00:00:00,7.72,24,,0.3,2150,1427,776,396,380,376,6,-,NIL,0.6,,,179
2023-09-16 00:00:00,7.13,20,,0.6,1940,1300,768,380,388,391,5.8,-,NIL,0.7,,,193
2023-09-18 00:00:00,7.56,20,,0.3,1985,1330,811,384,427,362,5.1,-,NIL,0.7,,,193
2023-09-19 00:00:00,7.64,22,,0.2,2020,1350,820,390,430,354,5.3,-,NIL,0.7,,,187
2023-09-20 00:00:00,7.24,30,,0.7,1703,1141,795,392,403,369,5.3,-,NIL,0.7,,,189
2023-09-21 00:00:00,7.25,41,,0.6,1752,1174,803,376,427,376,5.6,,NIL,0.6,,,178
2023-09-22 00:00:00,7.28,42,,0.7,1731,1160,799,380,419,369,5.2,-,NIL,0.6,,,182
2023-09-23 00:00:00,7.4,41,,NIL,1789,1199,795,388,407,362,5.4,-,NIL,0.6,,,188
2023-09-25 00:00:00,7.56,38,,NIL,1686,1130,757,369,388,311,5,-,NIL,0.6,,,163
2023-09-26 00:00:00,7.44,42,,0.4,1564,1048,764,376,388,347,5.1,-,NIL,0.6,,,178
2023-09-27 00:00:00,7.74,45,,0.7,1583,1061,784,384,400,369,5.3,-,NIL,0.6,,,186
2023-09-29 00:00:00,7.12,61,,0.8,1957,1311,792,392,400,376,5.2,-,NIL,0.7,,,172
2023-09-30 00:00:00,7.21,59,,0.6,2064,1383,795,380,415,362,5.1,-,NIL,0.6,,,178
2023-11-01 00:00:00,7.83,21,,-,2093,1401,823,312,511,266,3.1,-,NIL,0.7,,,158
2023-11-02 00:00:00,7.84,61,,NIL,2181,1558,809,303,506,280,3.3,-,NIL,0.6,,,162
03.11.23,7.67,21,,NIL,2131,1428,777,402,375,287,3.5,-,NIL,0.5,,,158
2023-11-04 00:00:00,7.7,26,,NIL,1962,1315,818,378,440,311,3.8,-,NIL,0.5,,,186
2023-11-06 00:00:00,7.76,35,,NIL,2015,1350,840,383,457,282,3.5,-,NIL,0.5,,,181
2023-11-07 00:00:00,7.9,22,,NIL,1963,1315,845,378,467,275,3.4,-,NIL,0.5,,,188
2023-11-08 00:00:00,7.26,33,,NIL,2119,1420,849,365,484,260,3.3,-,NIL,0.5,,,175
2023-11-09 00:00:00,7.88,19,,NIL,1954,1309,858,378,480,282,3.5,-,NIL,0.5,,,179
2023-11-10 00:00:00,7.5,46,,0.7,1934,1296,836,453,383,289,3.3,-,NIL,0.5,,,162
11.11.23,7.4,69,,NIL,2034,1363,836,453,383,246,3.5,-,NIL,-,,,152
2023-11-17 00:00:00,7.67,30,,NIL,1410,945,827,427,400,253,3.5,-,NIL,0.5,,,144
2023-11-21 00:00:00,7.33,22,,NIL,1381,925,827,440,387,253,3.1,-,NIL,0.5,,,141
2023-11-22 00:00:00,7.11,41,,NIL,1204,790,818,444,374,239,2.9,-,NIL,0.5,,,139
2023-11-23 00:00:00,7.29,24,,NIL,1037,695,858,449,409,246,3.2,-,NIL,0.5,,,246
2023-11-24 00:00:00,7.99,59,,NIL,919,616,937,532,405,224,3.2,-,NIL,0.5,,,124
2023-11-28 00:00:00,7.58,86,,NIL,1210,811,968,524,444,253,3.4,-,NIL,0.5,,,149
2023-11-29 00:00:00,7.75,115,,NIL,1260,844,950,532,418,239,3.1,-,NIL,0.5,,,141
2023-11-30 00:00:00,7.45,70,,NIL,2054,1376,968,541,427,231,3.3,-,NIL,0.5,,,145
2023-12-01 00:00:00,7.38,79,,NIL,1934,1296,1082,629,453,217,3.8,-,NIL,0.5,,,138
2023-12-02 00:00:00,7.42,50,,NIL,2054,1376,1008,576,432,246,4.2,-,NIL,0.5,,,143
2023-12-04 00:00:00,8.19,29,,NIL,2239,1500,999,550,449,224,4.1,-,NIL,0.5,,,160
2023-12-06 00:00:00,7.12,54,,0.9,1982,1328,1047,590,457,231,4,-,NIL,0.5,,,133
2023-12-14 00:00:00,7.21,32,,0.6,1820,1220,950,537,413,244,4.4,-,NIL,0.5,,,151
2023-12-15 00:00:00,7.09,40,,0.5,1715,1176,937,546,391,252,4.2,-,NIL,0.5,,,148
2023-12-16 00:00:00,7.46,45,,0.5,1910,1280,928,537,391,244,4.3,-,NIL,0.5,,,150
2023-12-18 00:00:00,7.1,46,,0.3,1611,1080,937,48,889,289,4,-,NIL,0.5,,,139
2023-12-19 00:00:00,7.56,49,,NIL,1432,960,929,575,354,259,3.7,-,NIL,0.5,,,88
2023-12-19 00:00:00,7.4,50,,0.8,1507,1010,1035,731,304,289,3.8,-,NIL,0.5,,,142
2023-12-20 00:00:00,7.2,70,,0.9,1478,990,966,653,313,252,4.1,-,NIL,0.5,,,138
2023-12-21 00:00:00,6.88,61,,0.8,1407,943,975,644,331,259,4,-,NIL,0.5,,,140
2023-12-22 00:00:00,7.39,65,,0.8,1658,1111,1017,658,359,274,3.8,-,NIL,0.5,,,132
2023-12-23 00:00:00,7.89,61,,NIL,1697,1018,1040,630,410,311,4.6,-,NIL,0.5,,,138
2023-12-25 00:00:00,8.64,98,,NIL,1422,953,865,524,341,289,4.2,-,NIL,0.5,,,135
2023-12-26 00:00:00,7.9,78,,NIL,1413,947,851,501,350,311,4.3,-,NIL,0.5,,,141
2023-12-27 00:00:00,7.54,62,,NIL,1623,1088,925,469,456,274,2,-,NIL,0.5,,,138
2023-12-28 00:00:00,7.56,48,,NIL,1618,1083,911,483,428,296,1.6,-,NIL,0.5,,,135
2023-12-29 00:00:00,7.41,42,,1,1440,965,1012,621,391,311,1.5,,NIL,0.5,,,142
2023-12-30 00:00:00,7.9,35,,NIL,1461,979,994,543,451,326,1.7,,NIL,0.5,,,121
01.01.24,7.16,26,,NIL,1090,730,998,575,423,318,1.7,-,NIL,0.5,,,127
02.01.24,7.12,25,,NIL,1072,712,980,561,419,281,2.2,-,NIL,0.5,,,133
03.01.24,7.7,31,,NIL,939,629,989,578,411,296,1.9,-,NIL,0.5,,,124
04.01.24,7.7,42,,NIL,920,617,998,561,437,311,2,-,NIL,0.5,,,120
2024-01-05 00:00:00,7.13,41,,NIL,831,557,994,529,465,274,1.7,-,NIL,0.5,,,123
2024-01-06 00:00:00,7.05,41,,0.8,761,510,1012,557,455,296,1.9,-,NIL,0.5,,,116
2024-01-08 00:00:00,7.41,,,NIL,671,450,322,143,179,59,2.1,-,NIL,0.5,,,60
2024-01-09 00:00:00,7.4,46,,NIL,771,517,331,147,184,59,2,-,NIL,0.5,,,66
2024-01-10 00:00:00,7.12,47,,NIL,731,490,327,161,166,67,4.3,-,NIL,0.5,,,59
2024-01-11 00:00:00,7.2,51,,NIL,833,558,331,193,138,67,4.2,-,NIL,0.5,,,60
12.01.24,7.1,46,,NIL,867,581,363,207,156,59,3.5,-,NIL,0.5,,,48
2024-01-16 00:00:00,7.59,66,,NIL,1163,779,391,193,198,37,3.3,-,NIL,0.5,,,46
2024-01-17 00:00:00,7.08,66,,NIL,1316,882,352,182,170,37,3.5,-,NIL,0.5,,,51
2024-01-18 00:00:00,7.05,76,,NIL,1370,918,356,187,169,37,3.8,-,NIL,0.5,,,55
2024-01-19 00:00:00,8.65,48,,NIL,1448,970,432,199,233,45,3.5,-,NIL,0.5,,,43
2024-01-20 00:00:00,7.15,51,,NIL,1466,982,475,212,263,37,3.1,-,NIL,0.5,,,47
2024-01-22 00:00:00,7.37,37,,NIL,1624,1088,534,276,258,215,3.5,-,NIL,0.5,,,49
2024-01-23 00:00:00,7.69,34,,NIL,1671,1120,780,428,352,185,,-,NIL,0.5,,,62
2024-01-29 00:00:00,7.32,34,,NIL,2447,1640,844,449,395,281,4.1,-,NIL,0.5,,,84
2024-01-30 00:00:00,7.11,51,,NIL,2525,1692,852,454,398,281,3.9,-,NIL,0.5,,,76
2024-01-31 00:00:00,7.29,53,,NIL,2664,1785,845,449,396,259,4.2,,NIL,0.5,,,73
2024-02-01 00:00:00,7.05,27,,NIL,2461,1649,823,443,380,274,4.1,-,NIL,0.5,,,70
2024-02-02 00:00:00,7.61,20,,NIL,2483,1664,793,407,386,259,3.6,-,NIL,0.5,,,63
2024-02-03 00:00:00,7.5,13,,NIL,2263,1516,814,420,394,252,3.2,-,NIL,0.5,,,62
2024-02-05 00:00:00,7.35,12,,NIL,2382,1596,852,437,415,215,2.9,-,NIL,0.5,,,66
2024-02-06 00:00:00,7.1,37,,NIL,2120,1421,810,424,386,237,3.1,-,NIL,0.5,,,69
2024-02-07 00:00:00,7.55,15,,NIL,2261,1515,831,445,386,259,2.8,-,NIL,0.5,,,61
2024-02-08 00:00:00,7.77,39,,0.5,2071,1388,750,428,322,252,2.5,-,NIL,0.5,,,69
2024-02-09 00:00:00,7.51,53,,0.5,1968,1319,776,437,339,266,2.8,-,NIL,0.5,,,72
2024-02-10 00:00:00,7.29,39,,0.5,2022,1355,767,420,347,244,3.1,-,NIL,0.5,,,66
2024-02-12 00:00:00,7.66,30,,NIL,1673,1121,636,301,335,244,3.4,-,NIL,0.5,,,72
2024-02-13 00:00:00,7.19,28,,NIL,1611,1080,644,310,334,259,3.1,-,NIL,0.5,,,68
2024-02-14 00:00:00,7.27,25,,NIL,2094,1403,704,301,403,244,2.8,-,NIL,0.5,,,72
2024-02-15 00:00:00,7.55,21,,NIL,2008,1346,691,288,403,229,3.2,-,NIL,0.5,,,71
2024-02-16 00:00:00,7.84,15,,NIL,2034,1363,742,267,475,215,2.8,-,NIL,0.5,,,68
2024-02-20 00:00:00,7.29,14,,NIL,2619,1755,784,479,305,244,3.1,-,NIL,0.5,,,56
2024-02-21 00:00:00,7.41,24,,NIL,2612,1750,810,471,339,222,3.3,-,NIL,0.5,,,66
2024-02-22 00:00:00,7.5,24,,NIL,2544,1705,797,458,339,237,3.1,-,NIL,0.5,,,61
2024-02-23 00:00:00,7.27,17,,NIL,2878,1928,818,488,330,259,2.8,-,NIL,0.5,,,55
2024-02-26 00:00:00,7.76,48,,NIL,2478,1660,907,522,385,281,3.9,-,NIL,0.5,,,68
2024-02-27 00:00:00,7.34,39,,NIL,2508,1681,895,509,386,224,4.1,-,NIL,0.5,,,65
2024-02-28 00:00:00,7.4,25,,NIL,2397,1606,903,517,386,259,3.9,-,NIL,0.5,,,63
2024-02-29 00:00:00,7.42,26,,NIL,2335,1565,912,522,390,281,4.1,-,NIL,0.5,,,69
01.03.24,7.12,51,,0.8,2582,1730,941,572,369,238,3.8,-,NIL,0.6,,,59
02.03.24,7.66,40,,NIL,2686,1800,984,530,454,209,3.1,-,NIL,0.7,,,55
04.03.24,7.7,19,,NIL,2805,1880,958,530,428,252,3.3,-,NIL,0.6,,,51
