CIRCULATING WATER ANALYSIS FOR COOLING TOWER,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
2024-08-06 00:00:00,7.6,11,,0.2,1300,871,520,203,317,203,-,-,NIL,-,,,
2024-08-07 00:00:00,7.8,19,,0.5,1307,876,511,190,321,194,-,-,NIL,-,,,
2024-08-08 00:00:00,7.99,28,,NIL,1415,948,533,,533,203,-,-,NIL,-,,,
2024-08-09 00:00:00,7.67,16,,0.5,1271,852,520,194,326,194,-,-,NIL,-,,,
2024-08-10 00:00:00,7.73,31,,NIL,1174,787,506,249,257,170,-,-,NIL,-,,,
2024-08-12 00:00:00,7.31,20,,NIL,1341,899,461,212,249,170,-,-,NIL,-,,,
2024-08-13 00:00:00,7.83,17,,NIL,1380,925,462,356,106,178,-,-,NIL,-,,,
2024-08-14 00:00:00,7.68,19,,NIL,1489,998,469,221,248,170,-,-,NIL,-,,,
2024-08-16 00:00:00,7.59,13,,NIL,1331,892,279,207,72,170,-,-,NIL,-,,,
2024-08-17 00:00:00,7.28,15,,0.3,1338,897,492,221,271,178,-,-,NIL,-,,,
2024-08-20 00:00:00,7.25,17,,NIL,1314,881,474,212,262,170,-,-,NIL,-,,,
2024-08-21 00:00:00,7.44,14,,NIL,1334,874,483,285,198,178,-,-,NIL,-,,,
22.08.24,7.97,21,,0.2,1257,842,474,207,267,170,-,-,NIL,-,,,
2024-08-23 00:00:00,7.73,33,,0.2,1361,912,481,198,283,162,-,-,NIL,-,,,
2024-08-24 00:00:00,7.78,24,,0.5,1392,933,531,258,273,146,-,-,NIL,-,,,
2024-08-27 00:00:00,7.56,23,,NIL,1085,727,460,239,221,122,-,-,NIL,-,,,
2024-08-28 00:00:00,7.23,19,,NIL,1052,705,515,253,262,146,-,-,NIL,-,,,
29.08.24,7.34,21,,NIL,986,661,529,217,312,130,-,-,NIL,-,,,
2024-08-30 00:00:00,6.98,22,,NIL,940,630,520,250,270,138,-,-,NIL,-,,,
2024-08-31 00:00:00,7.59,16,,NIL,989,663,474,290,184,146,-,-,NIL,-,,,
2024-09-05 00:00:00,7.76,24,,NIL,1035,694,462,239,223,138,-,-,NIL,-,,,
2024-09-06 00:00:00,7.21,20,,NIL,1029,690,447,224,223,154,-,-,NIL,-,,,
07.09.24,7.6,20,,NIL,1186,795,457,229,228,162,-,-,NIL,-,,,
09.09.24,7.34,34,,0.5,1052,705,462,244,218,138,-,-,NIL,-,,,
10.09.24,7.63,45,,NIL,1016,681,362,195,167,105,-,-,NIL,-,,,
11.09.24,7.46,32,,NIL,976,654,362,185,177,97,-,-,NIL,-,,,
12.09.24,7.36,28,,NIL,974,653,384,190,194,131,-,-,NIL,-,,,
2024-09-13 00:00:00,7.43,29,,0.5,873,585,375,181,194,116,-,-,NIL,-,,,
2024-09-14 00:00:00,7.83,22,,0.5,1334,594,362,190,172,124,-,-,NIL,-,,,
2024-09-16 00:00:00,7.44,23,,0.6,876,587,374,178,196,109,-,-,NIL,-,,,
2024-09-17 00:00:00,7.66,25,,NIL,928,622,394,182,212,138,-,-,NIL,-,,,
2024-09-18 00:00:00,7.6,30,,0.5,886,594,389,187,202,109,-,-,NIL,-,,,
2024-09-19 00:00:00,7.73,24,,NIL,1023,686,394,192,202,116,-,-,NIL,-,,,
2024-09-20 00:00:00,7.77,26,,NIL,1056,708,379,178,201,102,-,-,NIL,-,,,
2024-09-21 00:00:00,7.82,36,,NIL,1016,681,371,181,190,122,-,-,NIL,-,,,
2024-09-23 00:00:00,8.02,25,,NIL,1120,751,399,162,237,106,-,-,NIL,-,,,
24.09.24,7.35,24,,0.4,1067,715,413,153,260,110,-,-,NIL,-,,,
2024-09-25 00:00:00,8.12,45,,NIL,1092,732,418,167,251,114,-,-,NIL,-,,,
2024-09-26 00:00:00,7.47,44,,0.7,1071,718,499,165,334,109,-,-,NIL,-,,,
2024-09-27 00:00:00,7.99,58,,NIL,1220,818,445,199,246,116,-,-,NIL,-,,,
2024-09-28 00:00:00,8.2,34,,NIL,1095,734,379,177,202,109,-,-,NIL,-,,,
30.09.24,7.75,19,,0.6,1120,751,402,194,208,116,-,-,NIL,-,,,
2024-10-01 00:00:00,7.18,15,,NIL,986,661,594,320,274,167,-,-,NIL,-,,,-
2024-10-02 00:00:00,8.04,17,,0.5,970,650,580,316,264,153,-,-,NIL,-,,,
03.10.24,7.82,17,,NIL,908,609,561,302,259,146,-,-,NIL,-,,,
04.10.24,7.96,20,,NIL,952,638,575,288,287,156,-,-,NIL,-,,,
2024-10-05 00:00:00,7.65,15,,NIL,976,654,566,302,264,167,-,-,NIL,-,,,
2024-10-07 00:00:00,7.79,18,,NIL,986,661,557,302,255,138,-,-,NIL,-,,,
08.10.24,7.39,34,,0.8,1101,738,579,294,285,160,-,-,NIL,-,,,
09.10.24,7.67,19,,0.6,982,658,547,285,262,153,-,-,NIL,-,,,
10.10.24,7.96,21,,0.2,1032,692,533,280,253,160,-,-,NIL,-,,,
11.10.24,7.96,17,,0.8,957,641,524,289,235,153,-,-,NIL,-,,,
12.10.24,7.81,19,,0.2,1001,671,529,285,244,160,-,-,NIL,-,,,
14.10.24,7.89,22,,0.1,937,628,333,289,44,167,-,-,NIL,-,,,
15.10.24,7.99,22,,1,955,640,538,285,253,153,-,-,NIL,-,,,
16.10.24,8.25,17,,NIL,828,555,441,271,170,146,-,-,NIL,-,,,
17.10.24,7.61,15,,NIL,798,535,452,262,190,138,-,-,NIL,-,,,
18.10.24,8,23,,0.9,946,634,473,260,213,153,-,-,NIL,-,,,
19.10.24,8.22,26,,NIL,1074,720,469,255,214,146,-,-,NIL,-,,,
21.10.24,7.99,22,,NIL,1025,687,469,255,214,167,-,-,NIL,-,,,
22.10.24,7.84,16,,0.2,1018,682,473,246,227,153,-,-,NIL,-,,,
23.10.24,8.13,16,,0.4,764,512,464,241,223,146,-,-,NIL,-,,,
24.10.24,8,14,,NIL,1058,709,475,240,235,160,-,-,NIL,-,,,
25.10.24,8.16,16,,0.8,-,774,484,249,235,167,-,-,NIL,-,,,
26.10.24,8.1,15,,NIL,1134,760,479,224,255,160,-,-,NIL,-,,,
28.10.24,8.07,15,,NIL,1201,805,484,249,235,167,-,-,NIL,-,,,
29.10.24,7.81,18,,0.4,1211,812,479,240,239,160,-,-,NIL,-,,,
30.10.24,8,18,,0.5,1299,870,461,231,230,153,-,-,NIL,-,,,
31.10.24,7.85,16,,0.1,1319,884,441,229,212,167,-,-,NIL,-,,,
04.11.24,7.83,17,,0.4,1331,892,445,225,220,153,-,-,NIL,-,,,-
05.11.24,7.81,17,,0.2,1289,864,453,222,231,167,-,-,NIL,-,,,-
06.11.24,7.52,16,,0.6,1311,879,445,218,227,160,-,-,NIL,-,,,-
07.11.24,7.69,19,,NIL,1316,882,453,221,232,167,-,-,NIL,-,,,-
08.11.24,7.83,19,,NIL,1210,811,449,233,216,160,-,-,NIL,-,,,-
09.11.24,7.64,12,,0.6,1244,834,453,229,224,153,-,-,NIL,-,,,-
11.11.24,7.57,15,,0.4,1177,789,462,220,242,167,-,-,NIL,-,,,-
12.11.24,8.07,15,,NIL,1225,821,458,224,234,182,-,-,NIL,-,,,-
13.11.24,7.84,20,,0.2,1310,878,441,216,225,175,-,-,NIL,-,,,-
14.11.24,8.17,19,,0.2,1311,879,453,208,245,166,-,-,NIL,-,,,-
15.11.24,8.52,17,,0.1,1234,827,441,220,221,146,-,-,NIL,-,,,-
16.11.24,7.65,17,,0.1,1249,837,433,208,225,153,-,-,NIL,-,,,-
18.11.24,7.87,18,,0.2,1271,852,437,216,221,153,-,-,NIL,-,,,-
19.11.24,7.56,16,,NIL,1243,833,441,220,221,160,-,-,NIL,-,,,-
20.11.24,7.75,14,,0.5,1188,796,437,225,212,153,-,-,NIL,-,,,-
21.11.24,7.24,16,,NIL,1232,826,433,216,217,160,-,-,NIL,-,,,-
22.11.24,6.92,18,,0.6,1207,809,424,220,204,153,-,-,NIL,-,,,-
23.11.24,7.63,18,,0.4,,853,441,223,218,160,-,-,NIL,-,,,-
25.11.24,8.84,15,,NIL,1214,814,441,223,218,160,-,-,NIL,-,,,-
26.11.24,7.53,18,,0.8,1215,814,445,227,218,160,-,-,NIL,-,,,-
27.11.24,7.08,16,,0.7,1225,821,454,235,219,167,-,-,NIL,-,,,-
28.11.24,7.7,15,,NIL,1305,875,462,244,218,175,-,-,NIL,-,,,-
29.11.24,8.41,18,,0.2,1290,864,454,239,215,175,-,-,NIL,-,,,-
30.11.24,7.11,15,,NIL,1298,870,458,248,210,160,-,-,NIL,-,,,-
02.12.24,7.79,25,,1,1400,938,471,237,234,167,-,-,NIL,-,,,-
03.12.24,8.04,15,,0.5,1348,903,466,220,246,153,-,-,NIL,-,,,-
04.12.24,7.83,26,,Nil,1405,942,471,229,242,160,-,-,NIL,-,,,-
05.12.24,7.8,21,,0.4,,1007,483,237,246,146,-,-,NIL,-,,,-
06.12.24,8.02,21,,Nil,1503,1007,483,237,246,167,-,-,NIL,-,,,-
07.12.24,8.59,5,,Nil,1400,938,601,315,286,160,-,-,NIL,-,,,-
09.12.24,7.99,30,,Nil,1300,871,466,298,168,160,-,-,NIL,-,,,-
10.12.24,7.77,32,,0.6,1333,893,454,294,160,153,-,-,NIL,-,,,-
11.12.24,7.85,34,,0.5,1247,836,458,302,156,160,-,-,NIL,-,,,-
12.12.24,7.74,28,,0.7,1190,797,454,298,156,153,-,-,NIL,-,,,-
13.12.24,8.08,27,,Nil,1262,846,462,356,106,153,-,-,NIL,-,,,-
14.12.24,7.65,39,,Nil,1268,850,449,293,156,160,-,-,NIL,-,,,-
16.12.24,8.14,27,,Nil,1167,782,424,288,136,156,-,-,NIL,-,,,-
17.12.24,8.4,30,,Nil,1261,845,420,297,123,146,-,-,NIL,-,,,-
18.12.24,8.03,19,,0.6,1191,798,412,247,165,138,-,-,NIL,-,,,-
19.12.24,8.43,23,,Nil,1217,816,420,298,122,131,-,-,NIL,-,,,-
20.12.24,7.96,18,,0.2,1267,849,416,283,133,146,-,-,NIL,-,,,-
21.12.24,7.25,22,,0.5,,821,412,270,142,160,-,-,NIL,-,,,-
23.12.24,8.68,27,,Nil,1326,889,432,261,171,153,-,-,NIL,-,,,-
24.12.24,7.98,22,,0.8,1300,871,424,253,171,146,-,-,NIL,-,,,-
25.12.24,7.83,24,,0.1,1359,911,428,265,163,160,-,-,NIL,-,,,-
26.12.24,7.72,24,,0.6,1404,941,432,257,175,153,-,-,NIL,-,,,-
27.12.24,7.31,38,,1,1471,986,445,273,172,167,-,-,NIL,-,,,-
28.12.24,7.98,35,,Nil,1297,869,416,253,163,153,-,-,NIL,-,,,-
30.12.24,7.48,26,,Nil,1452,973,469,287,182,146,-,-,NIL,-,,,-
31.12.24,7.31,16,,Nil,1429,958,445,278,167,153,-,-,NIL,-,,,-
01.01.25,8.1,18,,NIL,1411,946,488,298,190,155,-,-,NIL,-,,,-
02.01.25,7.9,-,,NIL,1425,955,493,320,173,182,-,-,NIL,-,,,-
03.01.25,7.9,28,,NIL,1453,974,511,329,182,196,-,-,NIL,-,,,-
04.01.25,8.08,42,,0.2,1408,944,502,302,200,187,-,-,NIL,-,,,-
06.01.25,7.88,27,,NIL,,900,506,324,182,179,-,-,NIL,-,,,-
07.01.25,7.97,29,,NIL,1349,904,497,311,186,158,-,-,NIL,-,,,-
08.01.25,7.96,17,,NIL,1353,907,511,320,191,144,-,-,NIL,-,,,-
09.01.25,7.98,23,,NIL,1455,975,515,315,200,165,-,-,NIL,-,,,-
10.01.25,7.87,21,,0.8,1501,1006,506,324,182,151,-,-,NIL,-,,,-
11.01.25,8.17,29,,NIL,1539,1031,511,320,191,144,-,-,NIL,-,,,-
13.01.25,8.03,24,,0.2,1495,1002,502,315,187,158,-,-,NIL,-,,,-
15.01.25,8.05,22,,0.5,1501,1006,502,315,187,158,-,-,NIL,-,,,-
16.01.25,8.28,24,,NIL,1440,965,534,325,209,172,-,-,NIL,-,,,-
17.01.25,7.94,14,,0.6,1404,941,524,278,246,165,-,-,NIL,-,,,-
18.01.25,8.35,16,,NIL,1445,968,538,278,260,158,-,-,NIL,-,,,-
20.01.25,8.23,20,,1,1528,1024,534,283,251,158,-,-,NIL,-,,,-
21.01.25,7.85,20,,NIL,1532,1027,538,302,236,165,-,-,NIL,-,,,-
22.01.25,7.88,25,,0.8,1516,1016,548,288,260,187,-,-,NIL,-,,,-
23.01.25,7.95,23,,0.5,1529,1025,552,278,274,172,-,-,NIL,-,,,-
24.01.25,8.2,29,,NIL,1435,962,543,292,251,172,-,-,NIL,-,,,-
25.01.25,8.14,31,,NIL,1467,983,571,298,273,187,-,-,NIL,-,,,-
27.01.25,7.86,17,,NIL,1494,1001,552,300,252,165,-,-,NIL,-,,,-
28.01.25,7.77,21,,NIL,1553,1041,547,293,254,158,-,-,NIL,-,,,-
29.01.25,8.15,24,,0.5,1626,1090,571,302,269,172,-,-,NIL,-,,,-
30.01.25,8.7,18,,NIL,1702,1141,576,312,264,187,-,-,NIL,-,,,-
31.01.25,8.13,16,,NIL,1561,1046,566,307,259,165,-,-,NIL,-,,,-
01.02.25,8.05,19,,1,1594,1068,534,304,230,194,-,-,NIL,-,,,-
03.02.25,8.28,22,,0.5,1567,1050,713,396,317,178,6.7,-,NIL,-,,,-
04.02.25,7.94,26,,0.5,1600,1072,722,400,322,194,6.7,-,NIL,-,,,-
05.02.25,7.88,27,,0.9,1593,1067,713,396,317,178,6.2,-,NIL,-,,,-
06.02.25,8.07,21,,0.5,1790,1199,727,391,336,203,6,-,NIL,-,,,-
07.02.25,7.35,21,,1,1737,1164,702,369,333,179,6.2,-,NIL,-,,,-
08.02.25,8.29,22,,NIL,1685,1129,706,377,329,165,6.4,-,NIL,-,,,-
10.02.25,7.77,18,,NIL,1620,1086,733,383,350,172,6.1,-,NIL,-,,,-
11.02.25,7.86,20,,0.1,1711,1147,857,377,480,158,-,-,NIL,-,,,-
12.02.25,7.76,21,,0.4,1690,1132,848,382,466,165,6.4,-,NIL,-,,,-
13.02.25,8,18,,0.5,1840,1233,846,422,424,179,-,-,NIL,-,,,-
14.02.25,8.12,11,,NIL,1648,1104,839,391,448,179,6,-,NIL,-,,,-
15.02.25,7.8,12,,NIL,1695,1136,826,382,444,165,6.2,-,NIL,-,,,-
17.02.25,7.8,13,,1,1755,1176,821,361,460,172,6.2,-,NIL,-,,,-
18.02.25,8.12,20,,0.2,1780,1193,826,364,462,158,-,-,NIL,-,,,-
19.02.25,8.16,20,,0.2,1628,1091,809,438,371,143,-,-,NIL,-,,,-
20.02.25,8.02,20,,NIL,1676,1123,833,452,381,179,-,-,NIL,-,,,-
21.02.25,8.22,25,,NIL,1653,1108,823,443,380,165,-,-,NIL,-,,,-
22.02.25,8.17,20,,0.6,1556,1043,833,442,391,172,-,-,NIL,-,,,-
24.02.25,8.36,18,,NIL,1568,1051,830,435,395,161,-,-,NIL,-,,,-
25.02.25,8.38,20,,0.5,1625,1089,805,451,354,194,-,-,NIL,-,,,-
27.02.25,8.46,22,,NIL,1594,1068,804,454,350,151,-,-,NIL,-,,,-
28.02.25,8.15,17,,0.2,1635,1096,799,445,354,158,-,-,NIL,-,,,-
01.03.25,8.33,18,,0.5,1614,1082,795,449,346,172,-,-,NIL,-,,,-
03.03.25,8.31,30,,0.5,1576,1056,648,389,259,178,-,-,NIL,-,,,-
04.03.25,8.04,23,,0.1,1514,1015,702,402,300,187,-,-,NIL,-,,,-
05.03.25,8.14,26,,NIL,1405,942,734,410,324,195,-,-,NIL,-,,,-
06.03.25,8.13,22,,NIL,1416,949,756,428,328,178,-,-,NIL,-,,,-
07.03.25,SHUT DOWN,,,,,,,,,,,,,,,,
08.03.25,SHUT DOWN,,,,,,,,,,,,,,,,
10.03.25,7.61,26,,0.6,1426,956,729,399,330,195,3.1,-,NIL,-,,,28
11.03.25,7.96,16,,0.1,1515,1015,739,418,321,178,3.4,-,NIL,-,,,24
12.03.25,7.91,23,,NIL,1444,968,748,422,326,204,3.2,-,NIL,-,,,27
13.03.25,7.45,28,,NIL,1549,1038,712,405,307,213,3.1,-,NIL,-,,,22
15.03.25,8.22,20,,NIL,1450,972,728,392,336,195,3.2,-,NIL,-,,,25
17.03.25,8.39,23,,NIL,1574,1055,651,374,277,204,3,-,NIL,-,,,27
18.03.25,8.05,21,,0.1,1541,1033,673,387,286,187,3.3,-,NIL,-,,,29
19.03.25,8.23,29,,0.3,1626,1090,704,396,308,204,3.6,,NIL,,,,32
20.03.25,8.16,27,,NIL,1710,1146,717,405,312,213,3.8,-,NIL,,,,30
21.03.25,7.88,20,,NIL,1759,1179,708,392,316,195,3.2,-,NIL,,,,28
22.03.25,8.23,33,,NIL,1665,1116,704,387,317,187,3,-,NIL,,,,25
24.03.25,7.95,22,,NIL,1759,1179,708,374,334,187,3.1,-,NIL,,,,26
25.03.25,7.81,22,,NIL,1781,1193,874,506,368,204,3.3,-,NIL,,,,23
26.03.25,7.79,18,,NIL,1876,1258,897,515,382,192,3.2,-,NIL,,,,19
